DB_Number,Size,Has_Data,First_32_Bytes_Hex,First_INT,First_REAL,Timestamp
414,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:20.023012
415,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:20.049533
416,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:20.076153
417,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:20.102829
418,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:20.127642
419,100,True,49209d9042300000423000004230000042300000423000004230000042300000,18720,657881.0,2025-07-21T15:43:20.153979
420,100,True,4920cc604238cccd4238cccd4238cccd4238cccd4238cccd4238cccd4238cccd,18720,658630.0,2025-07-21T15:43:20.189842
421,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:20.214441
422,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:20.239022
423,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:20.262219
424,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:20.290585
425,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:20.315708
426,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:20.343073
427,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:20.367485
428,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:20.394505
429,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:20.420959
430,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:20.448093
431,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:20.473277
432,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:20.499575
433,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:20.524948
434,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:20.551092
435,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:20.577196
436,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:20.603598
437,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:20.628914
438,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:20.656003
439,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:20.690332
440,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:20.716875
441,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:20.743513
442,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:20.768469
443,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:20.794864
444,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:20.820028
445,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:20.846284
446,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:20.875506
447,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:20.902038
448,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:20.928029
449,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:20.953721
450,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:20.992580
451,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:21.017469
452,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:21.047361
453,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:21.074803
454,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:21.100764
455,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:21.125048
456,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:21.151444
457,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:21.177702
458,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:21.203368
459,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:21.229384
460,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:21.255276
461,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:21.289257
462,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:21.315336
463,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:21.343338
464,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:21.369616
465,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:21.396141
466,100,False,0000000000000000000000000000000000000000000000000000000000000000,0,0.0,2025-07-21T15:43:21.419889
467,0,False,,,,2025-07-21T15:43:21.455417
468,0,False,,,,2025-07-21T15:43:21.498845
469,0,False,,,,2025-07-21T15:43:21.528120
470,0,False,,,,2025-07-21T15:43:21.559736
471,0,False,,,,2025-07-21T15:43:21.597513
472,0,False,,,,2025-07-21T15:43:21.626316
473,0,False,,,,2025-07-21T15:43:21.656548
474,0,False,,,,2025-07-21T15:43:21.756040
475,0,False,,,,2025-07-21T15:43:21.798123
476,0,False,,,,2025-07-21T15:43:21.839685
477,0,False,,,,2025-07-21T15:43:21.868063
478,0,False,,,,2025-07-21T15:43:21.898051
479,0,False,,,,2025-07-21T15:43:21.927900
480,0,False,,,,2025-07-21T15:43:21.960978
481,0,False,,,,2025-07-21T15:43:21.999836
482,0,False,,,,2025-07-21T15:43:22.029384
483,0,False,,,,2025-07-21T15:43:22.067462
484,0,False,,,,2025-07-21T15:43:22.099218
485,0,False,,,,2025-07-21T15:43:22.129772
486,0,False,,,,2025-07-21T15:43:22.161438
487,0,False,,,,2025-07-21T15:43:22.195134
488,0,False,,,,2025-07-21T15:43:22.228801
489,0,False,,,,2025-07-21T15:43:22.261934
490,0,False,,,,2025-07-21T15:43:22.297320
491,0,False,,,,2025-07-21T15:43:22.328184
492,0,False,,,,2025-07-21T15:43:22.358462
493,0,False,,,,2025-07-21T15:43:22.394643
494,0,False,,,,2025-07-21T15:43:22.423923
495,0,False,,,,2025-07-21T15:43:22.455097
496,0,False,,,,2025-07-21T15:43:22.498335
497,0,False,,,,2025-07-21T15:43:22.528357
498,0,False,,,,2025-07-21T15:43:22.559727
499,0,False,,,,2025-07-21T15:43:22.594276
500,100,True,000000000000000000001388000013890000138a0000138b0000138c0000138d,0,0.0,2025-07-21T15:43:22.619769
